标题,作者,出版商,出版刊物名称,出版时间,被引频次,180天内使用次数,2013年以来使用次数
SULFIDE EVOLUTION DURING PROGRADE METAMORPHISM OF THE OTAGO AND ALPINE SCHISTS_ NEW ZEALAND,Pitcairn_ Iain K.; Olivo_ Gema R.; Teagle_ Damon A. H.; 等,MINERALOGICAL ASSOC CANADA_ PO BOX 78087_ MERILINE POSTAL OUTLET_ 1460 MERIVALE RD_ OTTAWA_ ONTARIO K2E 1B1_ CANADA,CANADIAN MINERALOGIST,OCT 2010,15,4,18
Investigating the Performance of Path-Searching Tasks in Depth on Multiview Displays,Hassaine_ Djamel; Holliman_ Nicolas S.; Liversedge_ Simon P,ASSOC COMPUTING MACHINERY_ 2 PENN PLAZA_ STE 701_ NEW YORK_ NY 10121-0701 USA,ACM TRANSACTIONS ON APPLIED PERCEPTION,OCT 2010,1,1,3
Using X-ray microtomography to evaluate cavity formation in a superplastic magnesium alloy processed by equal-channel angular pressing,Figueiredo_ Roberto B.; Terzi_ Sofiane; Langdon_ Terence G,PERGAMON-ELSEVIER SCIENCE LTD_ THE BOULEVARD_ LANGFORD LANE_ KIDLINGTON_ OXFORD OX5 1GB_ ENGLAND,ACTA MATERIALIA,OCT 2010,13,1,13
Vibration Characteristics of Sandwich Beams with Steel Skins and Magnetorheological Elastomer Cores,Choi_ W. J.; Xiong_ Y. P.; Shenoi_ R. A,MULTI-SCIENCE PUBL CO LTD_ 5 WATES WAY_ BRENTWOOD CM15 9TB_ ESSEX_ ENGLAND,ADVANCES IN STRUCTURAL ENGINEERING,OCT 2010,7,2,13
Identifying the global potential for baobab tree cultivation using ecological niche modelling,Sanchez_ Aida Cuni; Osborne_ Patrick E.; Haq_ Nazmul</div>,SPRINGER_ VAN GODEWIJCKSTRAAT 30_ 3311 GZ DORDRECHT_ NETHERLANDS,AGROFORESTRY SYSTEMS,OCT 2010,8,3,24
Acoustic Source Identification for Transitional Airfoil Flows Using Cross Correlations,Jones_ Lloyd E.; Sandham_ Neil D.; Sandberg_ Richard D,AMER INST AERONAUT ASTRONAUT_ 1801 ALEXANDER BELL DRIVE_ STE 500_ RESTON_ VA 22091-4344 USA,AIAA JOURNAL,OCT 2010,3,0,5
Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes,Hakenbeck_ Susanne; McManus_ Ellen; Geisler_ Hans; 等,WILEY-BLACKWELL_ COMMERCE PLACE_ 350 MAIN ST_ MALDEN 02148_ MA USA,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,OCT 2010,17,1,6
The fifth UK paediatric diabetes services survey: meeting guidelines and recommendations?,Gosden_ Charlotte; Edge_ Julie A.; Holt_ Richard I. G.; 等,B M J PUBLISHING GROUP_ BRITISH MED ASSOC HOUSE_ TAVISTOCK SQUARE_ LONDON WC1H 9JR_ ENGLAND,ARCHIVES OF DISEASE IN CHILDHOOD,OCT 2010,22,0,4
FERMI LARGE AREA TELESCOPE AND MULTI-WAVELENGTH OBSERVATIONS OF THE FLARING ACTIVITY OF PKS 1510-089 BETWEEN 2008 SEPTEMBER AND 2009 JUNE,Abdo_ A. A.; Ackermann_ M.; Agudo_ I.; 等,IOP PUBLISHING LTD_ TEMPLE CIRCUS_ TEMPLE WAY_ BRISTOL BS1 6BE_ ENGLAND,ASTROPHYSICAL JOURNAL,OCT 1 2010,49,1,12
A REDSHIFT FOR THE INTERMEDIATE-MASS BLACK HOLE CANDIDATE HLX-1: CONFIRMATION OF ITS ASSOCIATION WITH THE GALAXY ESO 243-49,Wiersema_ K.; Farrell_ S. A.; Webb_ N. A.; 等,IOP PUBLISHING LTD_ DIRAC HOUSE_ TEMPLE BACK_ BRISTOL BS1 6BE_ ENGLAND,ASTROPHYSICAL JOURNAL LETTERS,OCT 1 2010,39,0,2
Constructing a self: The role of self-structure and self-certainty in social anxiety,Stopa_ Lusia; Brown_ Mike A.; Luke_ Michelle A.; 等,PERGAMON-ELSEVIER SCIENCE LTD_ THE BOULEVARD_ LANGFORD LANE_ KIDLINGTON_ OXFORD OX5 1GB_ ENGLAND,BEHAVIOUR RESEARCH AND THERAPY,OCT 2010,11,2,29
Developing Culturally Sensitive Cognitive Behaviour Therapy for Psychosis for Ethnic Minority Patients by Exploration and Incorporation of Service Users' and Health Professionals' Views and Opinions,Rathod_ Shanaya; Kingdon_ David; Phiri_ Peter; 等,CAMBRIDGE UNIV PRESS_ 32 AVENUE OF THE AMERICAS_ NEW YORK_ NY 10013-2473 USA,BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,OCT 2010,18,8,31
Convergent results in eyeblink conditioning and contingency learning in humans: Addition of a common cue does not affect feature-negative discriminations,Thorwart_ Anna; Glautier_ Steven; Lachnit_ Harald</div>,ELSEVIER SCIENCE BV_ PO BOX 211_ 1000 AE AMSTERDAM_ NETHERLANDS,BIOLOGICAL PSYCHOLOGY,OCT 2010,3,0,3
Developmental origins of cardiovascular risk in Jamaican children: The Vulnerable Windows Cohort Study,Boyne_ Michael S.; Osmond_ Clive; Fraser_ Raphael A.; 等,CAMBRIDGE UNIV PRESS_ EDINBURGH BLDG_ SHAFTESBURY RD_ CB2 8RU CAMBRIDGE_ ENGLAND,BRITISH JOURNAL OF NUTRITION,OCT 2010,14,2,3
Determination of a gene and environment risk model for age-related macular degeneration,Gibson_ Jane; Cree_ Angela; Collins_ Andrew; 等,B M J PUBLISHING GROUP_ BRITISH MED ASSOC HOUSE_ TAVISTOCK SQUARE_ LONDON WC1H 9JR_ ENGLAND,BRITISH JOURNAL OF OPHTHALMOLOGY,OCT 2010,15,1,4
Publish or perish? A survey of abstracts accepted for meetings of the British Association of Oral and Maxillofacial Surgeons_ and subsequently published,Collier_ Jonathan M.; Vig_ Navin; Hammond_ Douglas</div>,CHURCHILL LIVINGSTONE_ JOURNAL PRODUCTION DEPT_ ROBERT STEVENSON HOUSE_ 1-3 BAXTERS PLACE_ LEITH WALK_ EDINBURGH EH1 3AF_ MIDLOTHIAN_ SCOTLAND,BRITISH JOURNAL OF ORAL &amp; MAXILLOFACIAL SURGERY,OCT 2010,12,0,3
Integration_ Cohesion and National Identity: Theoretical Reflections on Recent British Policy,Mason_ Andrew</div>,CAMBRIDGE UNIV PRESS_ 32 AVENUE OF THE AMERICAS_ NEW YORK_ NY 10013-2473 USA,BRITISH JOURNAL OF POLITICAL SCIENCE,OCT 2010,8,0,5
Plasticity of growth and biomass production of an intraspecific Populus alba family grown at three sites across Europe during three growing seasons,Marron_ Nicolas; Ricciotti_ Luca; Bastien_ Catherine; 等,CANADIAN SCIENCE PUBLISHING_ NRC RESEARCH PRESS_ 1200 MONTREAL ROAD_ BUILDING M-55_ OTTAWA_ ON K1A 0R6_ CANADA,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,OCT 2010,7,1,15
The role of MNK proteins and eIF4E phosphorylation in breast cancer cell proliferation and survival,Wheater_ Matthew J.; Johnson_ Peter Wm; Blaydes_ Jeremy P,LANDES BIOSCIENCE_ 1806 RIO GRANDE ST_ AUSTIN_ TX 78702 USA,CANCER BIOLOGY &amp; THERAPY,OCT 1 2010,14,0,0
Response definition criteria for ELISPOT assays revisited,Moodie_ Z.; Price_ L.; Gouttefangeas_ C.; 等,SPRINGER_ 233 SPRING ST_ NEW YORK_ NY 10013 USA,CANCER IMMUNOLOGY IMMUNOTHERAPY,OCT 2010,66,0,4
Resolution of left ventricular and asymmetric septal hypertrophy after resection of left ventricular outflow obstruction in a patient with troponin-positive hypertrophic obstructive cardiomyopathy: a case report,Narsupalli_ Sreekanth; Castle_ Bruce; Veldtman_ Gruschen</div>,CAMBRIDGE UNIV PRESS_ EDINBURGH BLDG_ SHAFTESBURY RD_ CB2 8RU CAMBRIDGE_ ENGLAND,CARDIOLOGY IN THE YOUNG,OCT 2010, 0,1,1
How do teenagers manage their food allergies?,Monks_ H.; Gowland_ M. H.; MacKenzie_ H.; 等,WILEY-BLACKWELL_ COMMERCE PLACE_ 350 MAIN ST_ MALDEN 02148_ MA USA,CLINICAL AND EXPERIMENTAL ALLERGY,OCT 2010,34,6,26
Concise guidance: diagnosis_ management and prevention of occupational contact dermatitis,Smedley_ Julia</div>,ROY COLL PHYS LONDON EDITORIAL OFFICE_ 11 ST ANDREWS PLACE REGENTS PARK_ LONDON NW1 4LE_ ENGLAND,CLINICAL MEDICINE,OCT 2010,5,1,2
The relationship between BMI and percent body fat_ measured by bioelectrical impedance_ in a large adult sample is curvilinear and influenced by age and sex,Meeuwsen_ S.; Horgan_ G. W.; Elia_ M,CHURCHILL LIVINGSTONE_ JOURNAL PRODUCTION DEPT_ ROBERT STEVENSON HOUSE_ 1-3 BAXTERS PLACE_ LEITH WALK_ EDINBURGH EH1 3AF_ MIDLOTHIAN_ SCOTLAND,CLINICAL NUTRITION,OCT 2010,46,4,23
Coupling of the model reduction technique with the lattice Boltzmann method for combustion simulations,Chiavazzo_ Eliodoro; Karlin_ Iliya V.; Gorban_ Alexander N.; 等,ELSEVIER SCIENCE INC_ 360 PARK AVE SOUTH_ NEW YORK_ NY 10010-1710 USA,COMBUSTION AND FLAME,OCT 2010,11,3,13
The Role of Thermodynamics in Model Reduction when Using Invariant Grids,Chiavazzo_ Eliodoro; Karlin_ Iliya V.; Gorban_ Alexander N,GLOBAL SCIENCE PRESS_ ROOM 3208_ CENTRAL PLAZA_ 18 HARBOUR RD_ WANCHAI_ HONG KONG 00000_ PEOPLES R CHINA,COMMUNICATIONS IN COMPUTATIONAL PHYSICS,OCT 2010,6,0,2
Experimentally validated continuous-time repetitive control of non-minimum phase plants with a prescribed degree of stability,Wang_ Liuping; Freeman_ Chris T.; Rogers_ Eric; 等,PERGAMON-ELSEVIER SCIENCE LTD_ THE BOULEVARD_ LANGFORD LANE_ KIDLINGTON_ OXFORD OX5 1GB_ ENGLAND,CONTROL ENGINEERING PRACTICE,OCT 2010,1,3,8
Metastable Nature of Titanate Nanotubes in an Alkaline Environment,Bavykin_ Dmitry V.; Kulak_ Alexander N.; Walsh_ Frank C,AMER CHEMICAL SOC_ 1155 16TH ST_ NW_ WASHINGTON_ DC 20036 USA,CRYSTAL GROWTH &amp; DESIGN,OCT 2010,37,6,30
Wyville Thomson Ridge Overflow Water: Spatial and temporal distribution in the Rockall Trough,Johnson_ Clare; Sherwin_ Toby; Smythe-Wright_ Denise; 等,PERGAMON-ELSEVIER SCIENCE LTD_ THE BOULEVARD_ LANGFORD LANE_ KIDLINGTON_ OXFORD OX5 1GB_ ENGLAND,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,OCT 2010,14,1,14
Narrative skills following early confirmation of permanent childhood hearing impairment,Worsfold_ Sarah; Mahon_ Merle; Yuen_ Ho Ming; 等,WILEY-BLACKWELL_ COMMERCE PLACE_ 350 MAIN ST_ MALDEN 02148_ MA USA,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,OCT 2010,12,1,7
Childhood cognitive ability: relationship to gestational diabetes mellitus in India,Veena_ S. R.; Krishnaveni_ G. V.; Srinivasan_ K.; 等,SPRINGER_ 233 SPRING ST_ NEW YORK_ NY 10013 USA,DIABETOLOGIA,OCT 2010,14,4,7
Effects of plate boundary geometry and kinematics on mantle melting beneath the back-arc spreading centers along the Lau Basin,Harmon_ Nicholas; Blackman_ Donna K,ELSEVIER SCIENCE BV_ PO BOX 211_ 1000 AE AMSTERDAM_ NETHERLANDS,EARTH AND PLANETARY SCIENCE LETTERS,OCT 1 2010,11,5,14
The "Continuously Morphing" Retail TNC During Market Entry: Interpreting Tesco's Expansion into the United States,Lowe_ Michelle; Wrigley_ Neil</div>,CLARK UNIV_ 950 MAIN STREET_ WORCESTER_ MA 01610 USA,ECONOMIC GEOGRAPHY,OCT 2010,15,2,30
An improved Pattern Search based algorithm to solve the Dynamic Economic Dispatch problem with valve-point effect,Alsumait_ J. S.; Qasem_ M.; Sykulski_ J. K.; 等,PERGAMON-ELSEVIER SCIENCE LTD_ THE BOULEVARD_ LANGFORD LANE_ KIDLINGTON_ OXFORD OX5 1GB_ ENGLAND,ENERGY CONVERSION AND MANAGEMENT,OCT 2010,24,1,3
Geometrical Optimization of a Fast Pyrolysis Bubbling Fluidized Bed Reactor Using Comutational Fluid Dynamics,Papadikis_ K.; Gu_ S.; Bridgwater_ A. V,AMER CHEMICAL SOC_ 1155 16TH ST_ NW_ WASHINGTON_ DC 20036 USA,ENERGY &amp; FUELS,OCT 2010,5,4,23
Implications of the UK field trial of building mounted horizontal axis micro-wind turbines,James_ P. A. B.; Sissons_ M. F.; Bradford_ J.; 等,ELSEVIER SCI LTD_ THE BOULEVARD_ LANGFORD LANE_ KIDLINGTON_ OXFORD OX5 1GB_ OXON_ ENGLAND,ENERGY POLICY,OCT 2010,14,2,11
The underlying etiology of infantile spasms (West syndrome): Information from the United Kingdom Infantile Spasms Study (UKISS) on contemporary causes and their classification,Osborne_ John P.; Lux_ Andrew L.; Edwards_ Stuart W.; 等,WILEY-BLACKWELL_ COMMERCE PLACE_ 350 MAIN ST_ MALDEN 02148_ MA USA,EPILEPSIA,OCT 2010,47,0,5
Effects of AEDs on biomarkers in people with epilepsy: CRP_ HbA1c and eGFR,Yuen_ Alan W. C.; Bell_ Gail S.; Peacock_ Janet L.; 等,ELSEVIER SCIENCE BV_ PO BOX 211_ 1000 AE AMSTERDAM_ NETHERLANDS,EPILEPSY RESEARCH,OCT 2010,2,0,2
EHRA Expert Consensus Statement on the management of cardiovascular implantable electronic devices in patients nearing end of life or requesting withdrawal of therapy,Padeletti_ Luigi; Arnar_ David O.; Boncinelli_ Lorenzo; 等,OXFORD UNIV PRESS_ GREAT CLARENDON ST_ OXFORD OX2 6DP_ ENGLAND,EUROPACE,OCT 2010,43,2,5
Predictors of physical activity energy expenditure in Afro-Caribbean children,Campbell_ C. P.; Barnett_ A. T.; Boyne_ M. S.; 等,NATURE PUBLISHING GROUP_ MACMILLAN BUILDING_ 4 CRINAN ST_ LONDON N1 9XW_ ENGLAND,EUROPEAN JOURNAL OF CLINICAL NUTRITION,OCT 2010,6,0,2
Maps admitting trialities but not dualities,Jones_ Gareth A.; Poulton_ Andrew</div>,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD_ 24-28 OVAL RD_ LONDON NW1 7DX_ ENGLAND,EUROPEAN JOURNAL OF COMBINATORICS,OCT 2010,2,0,1
Regular embeddings of Kn_n where n is a power of 2. II: The non-metacyclic case,Du_ Shao-Fei; Jones_ Gareth; Kwak_ Jin Ho; 等,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD_ 24-28 OVAL RD_ LONDON NW1 7DX_ ENGLAND,EUROPEAN JOURNAL OF COMBINATORICS,OCT 2010,9,1,8
Novel monoclonal antibodies detect Smad-interacting protein 1 (SIP1) in the cytoplasm of human cells from multiple tumor tissue arrays,Oztas_ Emin; Avci_ M. Ender; Ozcan_ Ayhan; 等,ACADEMIC PRESS INC ELSEVIER SCIENCE_ 525 B ST_ STE 1900_ SAN DIEGO_ CA 92101-4495 USA,EXPERIMENTAL AND MOLECULAR PATHOLOGY,OCT 2010,19,1,16
Metaproteomic and metagenomic analyses of defined oceanic microbial populations using microwave cell fixation and flow cytometric sorting,Mary_ Isabelle; Oliver_ Anna; Skipp_ Paul; 等,WILEY-BLACKWELL_ COMMERCE PLACE_ 350 MAIN ST_ MALDEN 02148_ MA USA,FEMS MICROBIOLOGY ECOLOGY,OCT 2010,11,3,16
Ovarian stimulation for in vitro fertilization alters the intrauterine cytokine_ chemokine_ and growth factor milieu encountered by the embryo,Boomsma_ Carolien M.; Kavelaars_ Annemieke; Eijkemans_ Marinus J. C.; 等,ELSEVIER SCIENCE INC_ 360 PARK AVE SOUTH_ NEW YORK_ NY 10010-1710 USA,FERTILITY AND STERILITY,OCT 2010,28,0,4
Size-dependent mortality of migratory silver eels at a hydropower plant_ and implications for escapement to the sea,Calles_ O.; Olsson_ I. C.; Comoglio_ C.; 等,WILEY-BLACKWELL_ COMMERCE PLACE_ 350 MAIN ST_ MALDEN 02148_ MA USA,FRESHWATER BIOLOGY,OCT 2010,23,16,68
CO2-driven ocean circulation changes as an amplifier of Paleocene-Eocene thermal maximum hydrate destabilization,Lunt_ Daniel J.; Valdes_ Paul J.; Dunkley Jones_ Tom; 等,GEOLOGICAL SOC AMER_ INC_ PO BOX 9140_ BOULDER_ CO 80301-9140 USA,GEOLOGY,OCT 2010,31,2,36
Open-label_ randomised_ parallel-group_ multicentre study to evaluate the safety_ tolerability and immunogenicity of an AS03(B)/oil-in-water emulsion-adjuvanted (AS03(B)) split-virion versus non-adjuvanted whole-virion H1N1 influenza vaccine in UK children 6 months to 12 years of age,Waddington_ C. S.; Andrews_ N.; Hoschler_ K.; 等,NATL COORDINATING CENTRE HEALTH TECHNOLOGY ASSESSMENT_ ALPHA HOUSE_ UNIV SOUTHHAMPTON SCIENCE PARK_ SOUTHAMPTON_ SO16 7NS_ ENGLAND,HEALTH TECHNOLOGY ASSESSMENT,OCT 2010,11,0,7
Improving the visualization of fluorescently tagged nanoparticles and fluorophore-labeled molecular probes by treatment with CuSO4 to quench autofluorescence in the rat inner ear,Zhang_ Ya; Zhang_ Weikai; Johnston_ Alexander H.; 等,ELSEVIER SCIENCE BV_ PO BOX 211_ 1000 AE AMSTERDAM_ NETHERLANDS,HEARING RESEARCH,OCT 1 2010,12,0,6
Spontaneous otoacoustic emissions measured using an open ear-canal recording technique,Boul_ Alison; Lineton_ Ben</div>,ELSEVIER SCIENCE BV_ PO BOX 211_ 1000 AE AMSTERDAM_ NETHERLANDS,HEARING RESEARCH,OCT 1 2010,1,0,4
Stem cell marker TRA-1-60 is expressed in foetal and adult kidney and upregulated in tubulo-interstitial disease,Fesenko_ Irina; Franklin_ Danielle; Garnett_ Paul; 等,SPRINGER_ 233 SPRING ST_ NEW YORK_ NY 10013 USA,HISTOCHEMISTRY AND CELL BIOLOGY,OCT 2010,6,0,5
Allele-specific recognition of the 3' splice site of INS intron 1,Kralovicova_ Jana; Vorechovsky_ Igor</div>,SPRINGER_ 233 SPRING ST_ NEW YORK_ NY 10013 USA,HUMAN GENETICS,OCT 2010,8,2,6
Short-term Breakdown and Long-term Failure in Nanodielectrics: A Review,Li_ Shengtao; Yin_ Guilai; Chen_ G.; 等,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC_ 445 HOES LANE_ PISCATAWAY_ NJ 08855-4141 USA,IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,OCT 2010,31,9,55
Rating Independent Cable Circuits in Forced-Ventilated Cable Tunnels,Pilgrim_ James A.; Swaffield_ David J.; Lewin_ Paul L.; 等,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC_ 445 HOES LANE_ PISCATAWAY_ NJ 08855-4141 USA,IEEE TRANSACTIONS ON POWER DELIVERY,OCT 2010,4,1,7
Joint Transmitter-Receiver Frequency-Domain Equalization in Generalized Multicarrier Code-Division Multiplexing Systems,Liu_ Tingting; Yang_ Chenyang; Yang_ Lie-Liang</div>,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC_ 445 HOES LANE_ PISCATAWAY_ NJ 08855-4141 USA,IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,OCT 2010,4,2,6
Partial Equalization for MC-CDMA Systems in Non-Ideally Estimated Correlated Fading,Zabini_ Flavio; Masini_ Barbara M.; Conti_ Andrea; 等,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC_ 445 HOES LANE_ PISCATAWAY_ NJ 08855-4141 USA,IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,OCT 2010,10,1,4
Narrow-beam azimuthally omni-directional millimetre-wave antenna using freeformed cylindrical woodpile cavity,Lee_ Y.; Lu_ X.; Hao_ Y.; 等,INST ENGINEERING TECHNOLOGY-IET_ MICHAEL FARADAY HOUSE SIX HILLS WAY STEVENAGE_ HERTFORD SG1 2AY_ ENGLAND,IET MICROWAVES ANTENNAS &amp; PROPAGATION,OCT 2010,5,5,9
Deriving structural labelled transitions for mobile ambients,Rathke_ Julian; Sobocinski_ Pawel</div>,ACADEMIC PRESS INC ELSEVIER SCIENCE_ 525 B ST_ STE 1900_ SAN DIEGO_ CA 92101-4495 USA,INFORMATION AND COMPUTATION,OCT 2010,2,1,3
Study of wall-to-bed heat transfer in a bubbling fluidised bed using the kinetic theory of granular flow,Armstrong_ L. M.; Gu_ S.; Luo_ K. H,PERGAMON-ELSEVIER SCIENCE LTD_ THE BOULEVARD_ LANGFORD LANE_ KIDLINGTON_ OXFORD OX5 1GB_ ENGLAND,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,OCT 2010,18,5,34
N-terminal deletion of Tk1689_ a subtilisin-like serine protease from Thermococcus kodakaraensis_ copes with its cytotoxicity in Escherichia coli,Rasool_ Nouman; Rashid_ Naeem; Iftikhar_ Saima; 等,SOC BIOSCIENCE BIOENGINEERING JAPAN_ OSAKA UNIV_ FACULTY ENGINEERING_ 2-1 YAMADAOKA_ SUITA_ OSAKA_ 565-0871_ JAPAN,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,OCT 2010,3,0,2
Languages of Radicalism_ Race_ and Religion in Irish Nationalism: The French Affinity_ 1848-1871,Kelly_ Matthew</div>,UNIV CHICAGO PRESS_ 1427 E 60TH ST_ CHICAGO_ IL 60637-2954 USA,JOURNAL OF BRITISH STUDIES,OCT 2010,1,0,1
The Sensitivity of a Coupled Climate Model to Its Ocean Component,Megann_ A. P.; New_ A. L.; Blaker_ A. T.; 等,AMER METEOROLOGICAL SOC_ 45 BEACON ST_ BOSTON_ MA 02108-3693 USA,JOURNAL OF CLIMATE,OCT 2010,10,0,4
Hypovitaminosis D and Bone Mineral Metabolism and Bone Density in Hyperthyroidism,Dhanwal_ Dinesh Kumar; Kochupillai_ Narayana; Gupta_ Nandita; 等,ELSEVIER SCIENCE INC_ 360 PARK AVE SOUTH_ NEW YORK_ NY 10010-1710 USA,JOURNAL OF CLINICAL DENSITOMETRY,OCT-DEC 2010,8,0,5
Hyporesponsive Reward Anticipation in the Basal Ganglia following Severe Institutional Deprivation Early in Life,Mehta_ Mitul A.; Gore-Langton_ Emma; Golembo_ Nicole; 等,MIT PRESS_ 55 HAYWARD STREET_ CAMBRIDGE_ MA 02142 USA,JOURNAL OF COGNITIVE NEUROSCIENCE,OCT 2010,31,2,12
The relationship of birthweight_ muscle size at birth and post-natal growth to grip strength in 9-year-old Indian children: findings from the Mysore Parthenon study,Barr_ J. G.; Veena_ S. R.; Kiran_ K. N.; 等,CAMBRIDGE UNIV PRESS_ EDINBURGH BLDG_ SHAFTESBURY RD_ CB2 8RU CAMBRIDGE_ ENGLAND,JOURNAL OF DEVELOPMENTAL ORIGINS OF HEALTH AND DISEASE,OCT 2010,8,1,3
Smoothing local-to-moderate unit root theory,Phillips_ Peter C. B.; Magdalinos_ Tassos; Giraitis_ Liudas</div>,ELSEVIER SCIENCE SA_ PO BOX 564_ 1001 LAUSANNE_ SWITZERLAND,JOURNAL OF ECONOMETRICS,OCT 2010,5,1,6
Bootstrapping I(1) data,Phillips_ Peter C. B,ELSEVIER SCIENCE SA_ PO BOX 564_ 1001 LAUSANNE_ SWITZERLAND,JOURNAL OF ECONOMETRICS,OCT 2010,3,1,5
Holographic chiral magnetic spiral,Kim_ Keun-Young; Sahoo_ Bindusar; Yee_ Ho-Ung</div>,SPRINGER_ 233 SPRING ST_ NEW YORK_ NY 10013 USA,JOURNAL OF HIGH ENERGY PHYSICS,OCT 2010,14,1,1
Large-eddy simulation of stratification effects on dispersion in urban environments,Xie_ Zheng-tong</div>,ELSEVIER SCIENCE INC_ 360 PARK AVE SOUTH_ NEW YORK_ NY 10010-1710 USA,JOURNAL OF HYDRODYNAMICS,OCT 2010,1,0,1
Control of Established Melanoma by CD27 Stimulation Is Associated With Enhanced Effector Function and Persistence_ and Reduced PD-1 Expression of Tumor Infiltrating CD8(+) T Cells,Roberts_ Drew J.; Franklin_ Nathan A.; Kingeter_ Lara M.; 等,LIPPINCOTT WILLIAMS &amp; WILKINS_ 530 WALNUT ST_ PHILADELPHIA_ PA 19106-3621 USA,JOURNAL OF IMMUNOTHERAPY,OCT 2010,25,4,6
Irrigation Scheduling with Genetic Algorithms,Haq_ Zia Ul; Anwar_ Arif A,ASCE-AMER SOC CIVIL ENGINEERS_ 1801 ALEXANDER BELL DR_ RESTON_ VA 20191-4400 USA,JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING-ASCE,OCT 2010,8,0,2
Scrape-marking behavior of jaguars (Panthera onca) and pumas (Puma concolor),Harmsen_ Bart J.; Foster_ Rebecca J.; Gutierrez_ Said M.; 等,ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS_ 810 EAST 10TH STREET_ LAWRENCE_ KS 66044 USA,JOURNAL OF MAMMALOGY,OCT 2010,8,3,37
Polar outflow from the Arctic Ocean: A high resolution model study,Aksenov_ Yevgeny; Bacon_ Sheldon; Coward_ Andrew C.; 等,ELSEVIER SCIENCE BV_ PO BOX 211_ 1000 AE AMSTERDAM_ NETHERLANDS,JOURNAL OF MARINE SYSTEMS,OCT 2010,23,1,15
Biomimetically-inspired photonic nanomaterials,Parker_ Gregory J,SPRINGER_ VAN GODEWIJCKSTRAAT 30_ 3311 GZ DORDRECHT_ NETHERLANDS,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,OCT 2010,6,3,20
Evaluation of a Web-based Intervention Providing Tailored Advice for Self-management of Minor Respiratory Symptoms: Exploratory Randomized Controlled Trial,Yardley_ Lucy; Joseph_ Judith; Michie_ Susan; 等,JOURNAL MEDICAL INTERNET RESEARCH_ TORONTO GENERAL HOSPITAL_ R FRASER ELLIOTT BLDG_ 4TH FL_ R 4S435_ 190 ELIZABETH ST_ TORONTO_ ON M5G 2C4_ CANADA,JOURNAL OF MEDICAL INTERNET RESEARCH,OCT-DEC 2010,10,3,13
Antibiotic resistance in invasive Streptococcus pneumoniae isolates identified in Scotland between 1999 and 2007,Cooke_ Benjamin; Smith_ Andrew; Diggle_ Mathew; 等,SOC GENERAL MICROBIOLOGY_ MARLBOROUGH HOUSE_ BASINGSTOKE RD_ SPENCERS WOODS_ READING RG7 1AG_ BERKS_ ENGLAND,JOURNAL OF MEDICAL MICROBIOLOGY,OCT 2010,7,0,3
Microembossing of ultrafine grained Al: microstructural analysis and finite element modelling,Qiao_ Xiao Guang; Bah_ Mamadou T.; Zhang_ Jiuwen; 等,IOP PUBLISHING LTD_ TEMPLE CIRCUS_ TEMPLE WAY_ BRISTOL BS1 6BE_ ENGLAND,JOURNAL OF MICROMECHANICS AND MICROENGINEERING,OCT 2010,1,1,9
Pituitary Function at Long-Term Follow-Up of Childhood Traumatic Brain Injury,Moon_ Rebecca Jane; Sutton_ Timothy; Wilson_ Peter Murray; 等,MARY ANN LIEBERT_ INC_ 140 HUGUENOT STREET_ 3RD FL_ NEW ROCHELLE_ NY 10801 USA,JOURNAL OF NEUROTRAUMA,OCT 2010,15,0,3
Late Reduction in Congenital Dislocation of the Hip and the Need for Secondary Surgery: Radiologic Predictors and Confounding Variables,Bolland_ Benjamin J.; Wahed_ Abdul; Al-Hallao_ Sariyah; 等,LIPPINCOTT WILLIAMS &amp; WILKINS_ 530 WALNUT ST_ PHILADELPHIA_ PA 19106-3621 USA,JOURNAL OF PEDIATRIC ORTHOPAEDICS,OCT-NOV 2010,10,0,2
